Regional Credibility Measure,Sample Size Indicator,Precision Indicator,Relative Abundance Indicator,AOU Number,Region Code,Ebird Analysis,Species Name,Region,Sample Size,Long-term Trend (1966-2015),Annual Trend (1966-2015),Lower CI,Upper CI,LT Precision,10 yr Trend (2005-2015),Annual Trend (2005-2015),Lower CI,Upper CI,10-yr Precision,Relative Abundance ,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,
Y,G,G,Y,4240,SUR,1,Vaux's Swift,Survey-wide,278,-59.14,-1.81,-3.15,-0.65,1.34,-9.56,-1,-3.46,1.33,2.46,0.7,100,99,98.01,97.0299,96.059601,95.09900499,94.14801494,93.20653479,92.27446944,91.35172475,90.4382075,-9.56
G,G,G,G,7560,SUR,1,Veery,Survey-wide,1471,-42.7,-1.13,-1.48,-0.77,0.35,-3.06,-0.31,-1.27,0.76,0.96,6.34,100,99.69,99.380961,99.07288002,98.76575409,98.45958026,98.15435556,97.85007705,97.54674182,97.24434692,96.94288944,-3.06
G,G,G,G,7460,SUR,0,Verdin,Survey-wide,195,-60.94,-1.9,-3.06,-0.83,1.16,-11.28,-1.19,-3.24,1.13,2.05,9.5,100,98.81,97.634161,96.47231448,95.32429394,94.18993484,93.06907462,91.96155263,90.86721015,89.78589035,88.71743826,-11.28
Y,G,G,Y,4710,SUR,1,Vermilion Flycatcher,Survey-wide,114,10.83,0.21,-0.98,1.34,1.19,9.59,0.92,-1.34,3.14,2.26,0.38,100,100.92,101.848464,102.7854699,103.7310962,104.6854223,105.6485282,106.6204946,107.6014032,108.5913361,109.5903764,9.59
G,G,G,G,5400,SUR,0,Vesper Sparrow,Survey-wide,2288,-34.18,-0.85,-1.15,-0.58,0.3,-4.12,-0.42,-1.08,0.26,0.66,15.39,100,99.58,99.161764,98.74528459,98.3305544,97.91756607,97.50631229,97.09678578,96.68897928,96.28288557,95.87849745,-4.12
G,G,G,G,6150,SUR,1,Violet-green Swallow,Survey-wide,946,-27.71,-0.66,-1.19,-0.2,0.53,-6.88,-0.71,-1.75,0.25,1.04,11.04,100,99.29,98.585041,97.88508721,97.19010309,96.50005336,95.81490298,95.13461717,94.45916139,93.78850134,93.12260298,-6.88
R,G,G,R,2120,SUR,0,Virginia Rail,Survey-wide,341,70.93,1.1,-2.01,2.77,3.11,43.12,3.65,-0.27,7.97,3.92,0.02,100,103.65,107.433225,111.3545377,115.4189783,119.631771,123.9983307,128.5242698,133.2154056,138.0777679,143.1176064,43.12
G,G,G,G,6440,SUR,1,Virginia's Warbler,Survey-wide,119,-48.88,-1.36,-2.39,-0.38,1.03,-12.71,-1.35,-3.2,0.36,1.85,2.44,100,98.65,97.318225,96.00442896,94.70836917,93.42980619,92.1685038,90.924229,89.69675191,88.48584576,87.29128684,-12.71
G,G,G,G,6270,SUR,1,Warbling Vireo,Survey-wide,2799,51.4,0.85,0.52,1.12,0.33,11.67,1.11,0.46,1.79,0.65,5.11,100,101.11,102.232321,103.3670998,104.5144746,105.6745852,106.8475731,108.0335812,109.2327539,110.4452375,111.6711797,11.67
G,G,G,G,30010,SUR,0,Western & Clark's Grebe,Survey-wide,217,-63.21,-2.02,-5.09,0.18,3.07,24.43,2.21,-2.25,6.99,4.46,1.93,100,102.21,104.468841,106.7776024,109.1373874,111.5493237,114.0145637,116.5342856,119.1096933,121.7420175,124.4325161,24.43
G,G,G,G,7670,SUR,1,Western Bluebird,Survey-wide,448,40.75,0.7,-0.27,1.43,0.97,13.23,1.25,-0.16,2.9,1.41,1.67,100,101.25,102.515625,103.7970703,105.0945337,106.4082154,107.7383181,109.085047,110.4486101,111.8292177,113.227083,13.23
G,G,G,G,34641,SUR,0,Western Flycatcher,Survey-wide,664,-13.69,-0.3,-0.92,0.24,0.62,7.01,0.68,-0.73,2.17,1.41,4.86,100,100.68,101.364624,102.0539034,102.74787,103.4465555,104.1499921,104.858212,105.5712479,106.2891324,107.0118985,7.01
Y,G,Y,G,490,SUR,0,Western Gull,Survey-wide,27,-38.28,-0.98,-4.26,2.64,3.28,11.34,1.08,-5.04,8.93,6.12,31.76,100,101.08,102.171664,103.275118,104.3904892,105.5179065,106.6574999,107.8094009,108.9737424,110.1506589,111.340286,11.34
G,G,G,G,4470,SUR,0,Western Kingbird,Survey-wide,1639,2.98,0.06,-0.29,0.37,0.35,-0.1,-0.01,-0.73,0.7,0.72,8.78,100,99.99,99.980001,99.970003,99.960006,99.95001,99.940015,99.930021,99.92002799,99.91003599,99.90004499,-0.1
G,G,G,G,5011,SUR,0,Western Meadowlark,Survey-wide,2085,-47.07,-1.29,-1.54,-1.11,0.25,-11.46,-1.21,-1.61,-0.83,0.4,95.96,100,98.79,97.594641,96.41374584,95.24713952,94.09464913,92.95610388,91.83133502,90.72017587,89.62246174,88.53802995,-11.46
R,G,Y,R,3732,SUR,0,Western Screech-Owl,Survey-wide,89,-63.58,-2.04,-7.87,1.4,5.83,21.42,1.96,-3.82,8.11,5.78,0.01,100,101.96,103.958416,105.996001,108.0735226,110.1917636,112.3515222,114.553612,116.7988628,119.0881205,121.4222477,21.42
G,G,G,G,4810,SUR,0,Western Scrub-Jay,Survey-wide,491,-8.9,-0.19,-0.65,0.23,0.46,3.76,0.37,-0.72,1.5,1.09,5.37,100,100.37,100.741369,101.1141121,101.4882343,101.8637407,102.2406366,102.6189269,102.998617,103.3797119,103.7622168,3.76
G,G,G,G,6070,SUR,1,Western Tanager,Survey-wide,962,86.49,1.28,0.97,1.58,0.31,15.6,1.46,0.82,2.15,0.64,6.55,100,101.46,102.941316,104.4442592,105.9691454,107.5162949,109.0860328,110.6786889,112.2945978,113.9340989,115.5975367,15.6
G,G,G,G,4620,SUR,1,Western Wood-Pewee,Survey-wide,1269,-49.13,-1.37,-2.04,-0.89,0.67,1.71,0.17,-0.53,0.93,0.7,6.23,100,100.17,100.340289,100.5108675,100.681736,100.8528949,101.0243448,101.1960862,101.3681196,101.5404454,101.7130641,1.71
G,G,G,G,1840,SUR,0,White Ibis,Survey-wide,315,690.63,4.31,2.14,6.56,2.17,103.43,7.36,-2.02,15.01,9.38,41.73,100,107.36,115.261696,123.7449568,132.8525856,142.630536,153.1281434,164.3983748,176.4980951,189.4883549,203.4346979,103.43
Y,G,G,Y,7270,SUR,0,White-breasted Nuthatch,Survey-wide,2639,129.52,1.71,1.39,1.99,0.32,17.9,1.66,1.03,2.29,0.63,0.89,100,101.66,103.347556,105.0631254,106.8071733,108.5801724,110.3826033,112.2149545,114.0777227,115.9714129,117.8965384,17.9
G,G,G,G,5540,SUR,0,White-crowned Sparrow,Survey-wide,496,-17.83,-0.4,-1.57,0.14,1.17,5.32,0.52,-2.54,1.75,3.06,6,100,100.52,101.042704,101.5681261,102.0962803,102.627181,103.1608423,103.6972787,104.2365045,104.7785344,105.3233827,5.32
G,G,G,G,6310,SUR,1,White-eyed Vireo,Survey-wide,1466,35.37,0.62,0.41,0.81,0.21,18.36,1.7,1.22,2.18,0.48,5.8,100,101.7,103.4289,105.1871913,106.9753736,108.7939549,110.6434521,112.5243908,114.4373055,116.3827397,118.3612462,18.36
Y,G,Y,G,1870,SUR,0,White-faced Ibis,Survey-wide,167,219.67,2.4,-1.66,7.89,4.06,239.46,13,-10.18,38.76,23.18,606.43,100,113,127.69,144.2897,163.047361,184.2435179,208.1951753,235.260548,265.8444193,300.4041938,339.456739,239.46
Y,G,G,Y,3990,SUR,0,White-headed Woodpecker,Survey-wide,113,72.59,1.12,0.18,2.05,0.94,14.12,1.33,-0.7,3.5,2.03,0.35,100,101.33,102.677689,104.0433023,105.4270782,106.8292583,108.2500875,109.6898136,111.1486881,112.6269657,114.1249043,14.12
Y,G,G,Y,3280,SUR,0,White-tailed Kite,Survey-wide,118,-46.54,-1.27,-2.7,0.15,1.43,-10.11,-1.06,-5.43,2.97,4.37,0.18,100,98.94,97.891236,96.8535889,95.82694086,94.81117528,93.80617683,92.81183135,91.82802594,90.85464886,89.89158959,-10.11
G,G,G,G,5580,SUR,1,White-throated Sparrow,Survey-wide,1106,-36.73,-0.93,-1.44,-0.49,0.51,-12.44,-1.32,-2.16,-0.56,0.84,45.99,100,98.68,97.377424,96.092042,94.82362705,93.57195517,92.33680536,91.11795953,89.91520247,88.72832179,87.55710795,-12.44
Y,G,Y,G,4250,SUR,1,White-throated Swift,Survey-wide,377,-56.4,-1.68,-5.8,0.24,4.12,-5.75,-0.59,-7.37,3.29,6.78,3.42,100,99.41,98.823481,98.24042246,97.66080397,97.08460523,96.51180606,95.9423864,95.37632632,94.81360599,94.25420572,-5.75
R,G,R,G,5220,SUR,0,White-winged Crossbill,Survey-wide,387,162.62,1.99,-14.37,6.13,16.36,100.24,7.19,-8.52,22.8,15.71,4.93,100,107.19,114.896961,123.1580525,132.0131165,141.5048595,151.6790589,162.5847833,174.2746292,186.804975,200.2362527,100.24
G,G,G,G,3190,SUR,0,White-winged Dove,Survey-wide,321,57.4,0.93,-0.35,2.17,1.28,24.68,2.23,0.53,4.06,1.7,16.7,100,102.23,104.509729,106.840296,109.2228346,111.6585038,114.1484884,116.6939997,119.2962759,121.9565828,124.6762146,24.68
Y,G,G,Y,3100,SUR,0,Wild Turkey,Survey-wide,2209,3375.32,7.51,6.57,8.27,0.94,131.15,8.74,7.1,10.38,1.64,0.16,100,108.74,118.243876,128.5783908,139.8161421,152.0360729,165.3240257,179.7733456,195.485536,212.5709718,231.1496747,131.15
G,G,G,G,2580,SUR,0,Willet,Survey-wide,519,-21,-0.48,-1.09,0.19,0.61,4.59,0.45,-1.12,2.9,1.57,2.01,100,100.45,100.902025,101.3560841,101.8121865,102.2703413,102.7305579,103.1928454,103.6572132,104.1236706,104.5922272,4.59
Y,G,G,Y,4040,SUR,0,Williamson's Sapsucker,Survey-wide,165,-3.85,-0.08,-1.67,1.37,1.59,0.7,0.07,-3.05,2.91,3.12,0.33,100,100.07,100.140049,100.210147,100.2802941,100.3504903,100.4207357,100.4910302,100.5613739,100.6317669,100.7022091,0.7
G,G,G,G,4660,SUR,0,Willow Flycatcher,Survey-wide,1786,-51.84,-1.48,-1.85,-1.13,0.37,-10.29,-1.08,-1.74,-0.4,0.66,1.69,100,98.92,97.851664,96.79486603,95.74948148,94.71538708,93.6924609,92.68058232,91.67963203,90.689492,89.71004549,-10.29
G,G,G,G,2240,SUR,0,Wilson's Phalarope,Survey-wide,580,-21,-0.48,-4.11,0.62,3.63,9.05,0.87,-2.29,4.44,3.16,1.78,100,100.87,101.747569,102.6327729,103.525678,104.4263514,105.3348606,106.2512739,107.17566,108.1080882,109.0486286,9.05
G,G,G,G,2300,SUR,0,Wilson's Snipe,Survey-wide,1805,13.01,0.25,-0.24,0.69,0.49,12.56,1.19,-0.03,2.5,1.22,4.45,100,101.19,102.394161,103.6126515,104.8456421,106.0933052,107.3558155,108.6333497,109.9260866,111.234207,112.5578941,12.56
G,G,G,G,6850,SUR,1,Wilson's Warbler,Survey-wide,989,-58.94,-1.8,-2.81,-1.12,1.01,-4.22,-0.43,-2.34,1.45,1.91,2.32,100,99.57,99.141849,98.71553905,98.29106223,97.86841066,97.4475765,97.02855192,96.61132915,96.19590043,95.78225806,-4.22
G,G,G,G,7222,SUR,0,Winter Wren,Survey-wide,891,11.92,0.23,-0.74,1.04,0.97,-39.24,-4.86,-7.34,-2.73,2.48,6.06,100,95.14,90.516196,86.11710887,81.93181738,77.94993106,74.16156441,70.55731238,67.128227,63.86579516,60.76191752,-39.24
Y,G,G,Y,1440,SUR,0,Wood Duck,Survey-wide,2237,120.84,1.63,1.07,2.11,0.56,30.15,2.67,1.19,3.96,1.48,0.34,100,102.67,105.411289,108.2257704,111.1153985,114.0821796,117.1281738,120.2554961,123.4663178,126.7628685,130.1474371,30.15
Y,G,Y,Y,1880,SUR,0,Wood Stork,Survey-wide,154,267.18,2.69,-0.3,7.13,2.99,172.64,10.55,-0.3,35.55,10.85,0.93,100,110.55,122.213025,135.1064991,149.3602348,165.1177396,182.5376611,201.7953843,223.0847974,246.6202435,272.6386792,172.64
G,G,G,G,7550,SUR,1,Wood Thrush,Survey-wide,2126,-61.13,-1.91,-2.08,-1.76,0.17,-10.56,-1.11,-1.63,-0.63,0.52,4.83,100,98.89,97.792321,96.70682624,95.63338047,94.57184994,93.52210241,92.48400707,91.45743459,90.44225707,89.43834802,-10.56
Y,G,G,Y,6390,SUR,1,Worm-eating Warbler,Survey-wide,568,20.42,0.38,-0.31,1.09,0.69,17.55,1.63,0.07,3.37,1.56,0.41,100,101.63,103.286569,104.9701401,106.6811534,108.4200562,110.1873031,111.9833561,113.8086848,115.6637664,117.5490858,17.55
G,G,G,G,7420,SUR,0,Wrentit,Survey-wide,167,-30.51,-0.74,-1.23,-0.24,0.49,-6.97,-0.72,-2.02,0.63,1.3,11.91,100,99.28,98.565184,97.85551468,97.15095497,96.45146809,95.75701752,95.067567,94.38308051,93.70352234,93.02885697,-6.97
G,G,G,G,6520,SUR,1,Yellow Warbler,Survey-wide,3435,-25.9,-0.61,-0.85,-0.38,0.24,-5.08,-0.52,-0.99,-0.03,0.47,6.93,100,99.48,98.962704,98.44809794,97.93616783,97.42689976,96.92027988,96.41629442,95.91492969,95.41617206,94.92000796,-5.08
G,G,G,G,4630,SUR,1,Yellow-bellied Flycatcher,Survey-wide,500,198.94,2.26,0.56,3.52,1.7,62.12,4.95,1.36,8.51,3.59,1.06,100,104.95,110.145025,115.5972037,121.3192653,127.324569,133.6271351,140.2416783,147.1836414,154.4692316,162.1154586,62.12
G,G,G,G,4020,SUR,0,Yellow-bellied Sapsucker,Survey-wide,1121,70.93,1.1,-0.4,1.76,1.5,28.01,2.5,1.17,3.86,1.33,2.06,100,102.5,105.0625,107.6890625,110.3812891,113.1408213,115.9693418,118.8685754,121.8402898,124.886297,128.0084544,28.01
G,G,G,G,34020,SUR,0,Yellow-bellied Sapsucker,Survey-wide,1746,76.82,1.17,0.49,1.66,0.68,28.51,2.54,1.35,3.66,1.19,1.94,100,102.54,105.144516,107.8151867,110.5536924,113.3617562,116.2411448,119.1936699,122.2211891,125.3256073,128.5088778,28.51
G,G,G,G,3870,SUR,1,Yellow-billed Cuckoo,Survey-wide,2333,-51.12,-1.45,-1.69,-1.23,0.24,-10.65,-1.12,-1.71,-0.52,0.59,4.54,100,98.88,97.772544,96.67749151,95.5947036,94.52404292,93.46537364,92.41856146,91.38347357,90.35997866,89.3479469,-10.65
G,G,G,G,4760,SUR,0,Yellow-billed Magpie,Survey-wide,47,-76.12,-2.88,-3.98,-1.8,1.1,-46.54,-6.07,-9.52,-2.73,3.45,13.69,100,93.93,88.228449,82.87298215,77.84259213,73.11754679,68.6793117,64.51047748,60.59469149,56.91659372,53.46175648,-46.54
G,G,G,G,6830,SUR,1,Yellow-breasted Chat,Survey-wide,1997,-26.27,-0.62,-0.8,-0.44,0.18,-7.53,-0.78,-1.32,-0.27,0.54,4.24,100,99.22,98.446084,97.67820454,96.91631455,96.1603673,95.41031643,94.66611596,93.92772026,93.19508404,92.46816238,-7.53
Y,G,G,Y,2030,SUR,0,Yellow-crowned Night Heron,Survey-wide,372,-30.85,-0.75,-2.22,0.48,1.47,5.74,0.56,-2.72,4.03,3.28,0.29,100,100.56,101.123136,101.6894256,102.2588863,102.8315361,103.4073927,103.9864741,104.5687984,105.1543836,105.7432482,5.74
G,G,G,G,4970,SUR,0,Yellow-headed Blackbird,Survey-wide,1046,-2.9,-0.06,-1.03,0.74,0.97,20.47,1.88,-0.76,4.66,2.64,28.56,100,101.88,103.795344,105.7466965,107.7347344,109.7601474,111.8236381,113.9259225,116.0677299,118.2498032,120.4728995,20.47
G,G,G,G,36550,SUR,1,Yellow-rumped Warbler,Survey-wide,1752,-17.83,-0.4,-1.12,0.07,0.72,-6.78,-0.7,-1.8,0.3,1.1,11.71,100,99.3,98.6049,97.9146657,97.22926304,96.5486582,95.87281759,95.20170787,94.53529591,93.87354884,93.216434,-6.78
Y,G,G,Y,6280,SUR,1,Yellow-throated Vireo,Survey-wide,1825,61.26,0.98,0.73,1.23,0.25,16.86,1.57,0.97,2.16,0.6,0.83,100,101.57,103.164649,104.784334,106.429448,108.1003904,109.7975665,111.5213883,113.2722741,115.0506488,116.856944,16.86
Y,G,G,Y,6630,SUR,1,Yellow-throated Warbler,Survey-wide,823,61.26,0.98,0.52,1.46,0.46,25.16,2.27,1.25,3.47,1.02,0.71,100,102.27,104.591529,106.9657567,109.3938794,111.8771204,114.4167311,117.0139909,119.6702085,122.3867222,125.1649008,25.16
